path,kind,platforms,platform_assumptions,duplicate_of,references_moving_paths,needs_compat_test,keep,migration_action,validated_by
skills/repo/_contract/fixtures/scaffold-gold/scripts/check-feature-equivalence.sh,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-claude-plugin-gold/scripts/check-feature-equivalence.sh,no,yes,yes,change,make test-repo-contract (CI contract-test) (executed by the fixture assert; NOT shellchecked)
skills/repo/_contract/fixtures/scaffold-gold/scripts/check-platform-targets.sh,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-claude-plugin-gold + scaffold-plugin-gold copies (3 identical),no,yes,yes,change,make test-repo-contract (CI contract-test) (executed by the fixture assert; NOT shellchecked)
skills/repo/_contract/fixtures/scaffold-plugin-gold/.claude-plugin/marketplace.json,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test) + make validate (jq empty on every *.json)
skills/repo/_contract/fixtures/scaffold-plugin-gold/.claude/skills/run-scaffold-gold/SKILL.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,"scaffold-gold/{.agents,.claude}/skills/... (3 identical)",no,yes,yes,change,make test-repo-contract (CI contract-test) + scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/repo/_contract/fixtures/scaffold-plugin-gold/.cursor/rules/000-project.mdc,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-gold/.cursor/rules/000-project.mdc,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/.github/dependabot.yml,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-gold/.github/dependabot.yml,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/.github/pull_request_template.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-gold/.github/pull_request_template.md,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/.github/workflows/ci.yml,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/.gitignore,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-gold/.gitignore,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/.nvmrc,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-gold/.nvmrc,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/AGENTS.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/CHANGELOG.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/CLAUDE.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-gold/CLAUDE.md,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/CODEOWNERS,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/LICENSE,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,LICENSE (repo root) + scaffold-gold/LICENSE,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/Makefile,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/README.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/agent-kit.config.json,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test) + make validate (jq empty on every *.json)
skills/repo/_contract/fixtures/scaffold-plugin-gold/assets/banner.svg,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/canonical/rules/backend.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/canonical/rules/core.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/canonical/rules/frontend.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/canonical/rules/security.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/canonical/rules/testing.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/canonical/skills/example-skill/SKILL.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-plugin-gold/plugins/scaffold-plugin-gold/skills/example-skill/SKILL.md (build output committed),no,yes,yes,change,make test-repo-contract (CI contract-test) + scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/repo/_contract/fixtures/scaffold-plugin-gold/docs/CHANGELOG.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-gold/docs/CHANGELOG.md,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/docs/CONTRIBUTING.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-gold/docs/CONTRIBUTING.md,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/docs/README.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-gold/docs/README.md,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/docs/agent-guidelines/README.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-gold/docs/agent-guidelines/README.md,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/docs/engineering/README.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-gold/docs/engineering/README.md,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/docs/engineering/agent-kit-architecture.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/docs/engineering/build-and-release/platform-targets.json,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test) + make validate (jq empty on every *.json)
skills/repo/_contract/fixtures/scaffold-plugin-gold/docs/engineering/build-and-release/platform-targets.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/docs/engineering/build-and-release/versioning.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/docs/user/README.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-gold/docs/user/README.md,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/package-lock.json,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test) + make validate (jq empty on every *.json)
skills/repo/_contract/fixtures/scaffold-plugin-gold/package.json,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test) + make validate (jq empty on every *.json)
skills/repo/_contract/fixtures/scaffold-plugin-gold/plugins/scaffold-plugin-gold/.claude-plugin/plugin.json,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,no,no,yes,yes,change,make test-repo-contract (CI contract-test) + make validate (jq empty on every *.json)
skills/repo/_contract/fixtures/scaffold-plugin-gold/plugins/scaffold-plugin-gold/hooks/hooks.json,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-claude-plugin-gold/hooks/hooks.json,no,yes,yes,change,make test-repo-contract (CI contract-test) + make validate (jq empty on every *.json)
skills/repo/_contract/fixtures/scaffold-plugin-gold/plugins/scaffold-plugin-gold/skills/example-skill/SKILL.md,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-plugin-gold/canonical/skills/example-skill/SKILL.md (build source),no,yes,yes,change,make test-repo-contract (CI contract-test) + scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/repo/_contract/fixtures/scaffold-plugin-gold/scripts/build.mjs,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,_contract/templates/plugin/scripts/build.mjs.tmpl,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/fixtures/scaffold-plugin-gold/scripts/check-agent-drift.sh,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,4 other identical copies incl. _contract/scripts + tmpl,no,yes,yes,change,make test-repo-contract (CI contract-test) (executed by the fixture assert; NOT shellchecked)
skills/repo/_contract/fixtures/scaffold-plugin-gold/scripts/check-feature-equivalence.sh,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scripts/check-feature-equivalence.sh + _contract/scripts + _contract/templates tmpl (4 identical),no,yes,yes,change,make test-repo-contract (CI contract-test) (executed by the fixture assert; NOT shellchecked)
skills/repo/_contract/fixtures/scaffold-plugin-gold/scripts/check-platform-targets.sh,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,scaffold-claude-plugin-gold + scaffold-gold copies (3 identical),no,yes,yes,change,make test-repo-contract (CI contract-test) (executed by the fixture assert; NOT shellchecked)
skills/repo/_contract/fixtures/scaffold-plugin-gold/scripts/validate.mjs,fixture,none,yes: fixture asserts the 4-target layout (.claude/.cursor/.codex/.agents); no gemini/opencode arm,_contract/templates/plugin/scripts/validate.mjs.tmpl,no,yes,yes,change,make test-repo-contract (CI contract-test)
skills/repo/_contract/multi-agent-rubric.md,documentation,none,varies,no,no,no,yes,change,NONE
skills/repo/_contract/references/feature-equivalence.md,documentation,none,varies,no,no,no,yes,change,NONE
skills/repo/_contract/references/readme-badges.md,documentation,none,varies,no,no,no,yes,change,NONE
skills/repo/_contract/references/versioning-policy.md,documentation,none,varies,no,no,no,yes,change,NONE
skills/repo/_contract/scripts/assert-contract.sh,canonical,none,yes: several enumerate claude/cursor/codex only,no,no,yes,yes,change,make lint (shellcheck -S warning) + make test-repo-contract (CI contract-test)
skills/repo/_contract/scripts/check-agent-drift.sh,canonical,none,yes: several enumerate claude/cursor/codex only,4 identical copies across fixtures + templates/check-agent-drift.sh.tmpl,no,yes,yes,change,make lint (shellcheck -S warning) + make test-repo-contract (CI contract-test)
skills/repo/_contract/scripts/check-feature-equivalence.sh,canonical,none,yes: several enumerate claude/cursor/codex only,scripts/check-feature-equivalence.sh + scaffold-plugin-gold + tmpl (4 identical),no,yes,yes,change,make lint (shellcheck -S warning) + make test-repo-contract (CI contract-test)
skills/repo/_contract/scripts/check-manifest-version-alignment.sh,canonical,none,yes: several enumerate claude/cursor/codex only,no,no,yes,yes,change,make lint (shellcheck -S warning) + make test-repo-contract (CI contract-test)
skills/repo/_contract/scripts/check-platform-targets.sh,canonical,none,yes: several enumerate claude/cursor/codex only,no,no,yes,yes,change,make lint (shellcheck -S warning) + make test-repo-contract (CI contract-test)
skills/repo/_contract/scripts/check-repo-hygiene.sh,canonical,none,yes: several enumerate claude/cursor/codex only,no,no,yes,yes,change,make lint (shellcheck -S warning) + make test-repo-contract (CI contract-test)
skills/repo/_contract/scripts/detect-contract-profile.sh,canonical,none,yes: several enumerate claude/cursor/codex only,no,no,yes,yes,change,make lint (shellcheck -S warning) + make test-repo-contract (CI contract-test)
skills/repo/_contract/scripts/enable-repo-merge-settings.sh,canonical,none,yes: several enumerate claude/cursor/codex only,no,no,yes,yes,change,make lint (shellcheck -S warning) + make test-repo-contract (CI contract-test)
skills/repo/_contract/scripts/ensure-branch-protection.sh,canonical,none,yes: several enumerate claude/cursor/codex only,no,no,yes,yes,change,make lint (shellcheck -S warning) + make test-repo-contract (CI contract-test)
skills/repo/_contract/scripts/inventory-agent-setup.sh,canonical,none,yes: several enumerate claude/cursor/codex only,no,no,yes,yes,change,make lint (shellcheck -S warning) + make test-repo-contract (CI contract-test)
skills/repo/_contract/scripts/ip-scan.sh,canonical,none,yes: several enumerate claude/cursor/codex only,no,no,yes,yes,change,make lint (shellcheck -S warning) + make test-repo-contract (CI contract-test)
skills/repo/_contract/scripts/plugin-inventory.sh,canonical,none,yes: several enumerate claude/cursor/codex only,no,no,yes,yes,change,make lint (shellcheck -S warning) + make test-repo-contract (CI contract-test)
skills/repo/_contract/scripts/scan-allowlist.txt,canonical,none,no,no,no,no,yes,keep,NONE
skills/repo/_contract/scripts/score-contract-gaps.sh,canonical,none,yes: several enumerate claude/cursor/codex only,no,no,yes,yes,change,make lint (shellcheck -S warning) + make test-repo-contract (CI contract-test)
skills/repo/_contract/scripts/score-equivalence-gaps.sh,canonical,none,yes: several enumerate claude/cursor/codex only,no,no,yes,yes,change,make lint (shellcheck -S warning) + make test-repo-contract (CI contract-test)
skills/repo/_contract/scripts/score-inventory-gaps.sh,canonical,none,yes: several enumerate claude/cursor/codex only,no,no,yes,yes,change,make lint (shellcheck -S warning) + make test-repo-contract (CI contract-test)
skills/repo/_contract/scripts/score-platform-target-gaps.sh,canonical,none,yes: several enumerate claude/cursor/codex only,no,no,yes,yes,change,make lint (shellcheck -S warning) + make test-repo-contract (CI contract-test)
skills/repo/_contract/scripts/score-plugin-gaps.sh,canonical,none,yes: several enumerate claude/cursor/codex only,no,no,yes,yes,change,make lint (shellcheck -S warning) + make test-repo-contract (CI contract-test)
skills/repo/_contract/scripts/score-standards-gaps.sh,canonical,none,yes: several enumerate claude/cursor/codex only,no,no,yes,yes,change,make lint (shellcheck -S warning) + make test-repo-contract (CI contract-test)
skills/repo/_contract/scripts/standards-inventory.sh,canonical,none,yes: several enumerate claude/cursor/codex only,no,no,yes,yes,change,make lint (shellcheck -S warning) + make test-repo-contract (CI contract-test)
skills/repo/_contract/standards-contract.json,canonical,none,yes: profiles encode the 4-target contract,no,no,yes,yes,change,make validate (jq empty on every *.json) + make test-repo-contract (CI contract-test)
skills/repo/_contract/standards-rubric.md,documentation,none,varies,no,no,no,yes,change,NONE
skills/repo/_contract/templates/INDEX.md,asset,none,yes: templates emit 4-target scaffolds,no,no,yes,yes,change,NONE
skills/repo/_contract/templates/check-agent-drift.sh.tmpl,asset,none,yes: templates emit 4-target scaffolds,_contract/scripts/check-agent-drift.sh + 3 fixture copies,no,yes,yes,change,make test-repo-contract (CI contract-test) (indirect: fixtures are the rendered output)
skills/repo/_contract/templates/check-feature-equivalence.sh.tmpl,asset,none,yes: templates emit 4-target scaffolds,scripts/check-feature-equivalence.sh + _contract/scripts + fixture (4 identical),no,yes,yes,change,make test-repo-contract (CI contract-test) (indirect: fixtures are the rendered output)
skills/repo/_contract/templates/check-manifest-version-alignment.sh.tmpl,asset,none,yes: templates emit 4-target scaffolds,no,no,yes,yes,change,NONE
skills/repo/_contract/templates/check-platform-targets.sh.tmpl,asset,none,yes: templates emit 4-target scaffolds,no,no,yes,yes,change,NONE
skills/repo/_contract/templates/github/agent_task.yml.tmpl,asset,none,yes: templates emit 4-target scaffolds,no,no,yes,yes,change,NONE
skills/repo/_contract/templates/github/ci.yml.tmpl,asset,none,yes: templates emit 4-target scaffolds,fixtures/scaffold-gold/.github/workflows/ci.yml,no,yes,yes,change,make test-repo-contract (CI contract-test) (indirect: fixtures are the rendered output)
skills/repo/_contract/templates/github/dependabot.yml.tmpl,asset,none,yes: templates emit 4-target scaffolds,no,no,yes,yes,change,NONE
skills/repo/_contract/templates/legacy-scaffold-templates.md,asset,none,yes: templates emit 4-target scaffolds,no,yes: platform-shaped worktree roots,yes,yes,change,NONE
skills/repo/_contract/templates/makefile-agent-targets.mk.tmpl,asset,none,yes: templates emit 4-target scaffolds,no,no,yes,yes,change,NONE
skills/repo/_contract/templates/plugin/agent-kit.config.json.tmpl,asset,none,yes: templates emit 4-target scaffolds,no,no,yes,yes,change,NONE
skills/repo/_contract/templates/plugin/canonical/rules/backend.md.tmpl,asset,none,yes: templates emit 4-target scaffolds,no,no,yes,yes,change,NONE
skills/repo/_contract/templates/plugin/canonical/rules/core.md.tmpl,asset,none,yes: templates emit 4-target scaffolds,no,no,yes,yes,change,NONE
skills/repo/_contract/templates/plugin/canonical/rules/frontend.md.tmpl,asset,none,yes: templates emit 4-target scaffolds,no,no,yes,yes,change,NONE
skills/repo/_contract/templates/plugin/canonical/rules/security.md.tmpl,asset,none,yes: templates emit 4-target scaffolds,no,no,yes,yes,change,NONE
skills/repo/_contract/templates/plugin/canonical/rules/testing.md.tmpl,asset,none,yes: templates emit 4-target scaffolds,no,no,yes,yes,change,NONE
skills/repo/_contract/templates/plugin/canonical/skills/example-skill/SKILL.md.tmpl,asset,none,yes: templates emit 4-target scaffolds,no,no,yes,yes,change,NONE
skills/repo/_contract/templates/plugin/canonical/templates/AGENTS.md.hbs.tmpl,asset,none,yes: templates emit 4-target scaffolds,no,no,yes,yes,change,NONE
skills/repo/_contract/templates/plugin/canonical/templates/CLAUDE.md.hbs.tmpl,asset,none,yes: templates emit 4-target scaffolds,no,no,yes,yes,change,NONE
skills/repo/_contract/templates/plugin/canonical/templates/cursor-rule.mdc.hbs.tmpl,asset,none,yes: templates emit 4-target scaffolds,no,no,yes,yes,change,NONE
skills/repo/_contract/templates/plugin/ci-plugin.yml.tmpl,asset,none,yes: templates emit 4-target scaffolds,no,no,yes,yes,change,NONE
skills/repo/_contract/templates/plugin/docs/engineering/agent-kit-architecture.md.tmpl,asset,none,yes: templates emit 4-target scaffolds,no,no,yes,yes,change,NONE
skills/repo/_contract/templates/plugin/marketplace.json.tmpl,asset,none,yes: templates emit 4-target scaffolds,no,no,yes,yes,change,NONE
skills/repo/_contract/templates/plugin/package-lock.json.tmpl,asset,none,yes: templates emit 4-target scaffolds,no,no,yes,yes,change,NONE
skills/repo/_contract/templates/plugin/package.json.tmpl,asset,none,yes: templates emit 4-target scaffolds,no,no,yes,yes,change,NONE
skills/repo/_contract/templates/plugin/plugins/plugin/.claude-plugin/plugin.json.tmpl,asset,none,yes: templates emit 4-target scaffolds,no,no,yes,yes,change,NONE
skills/repo/_contract/templates/plugin/scripts/build.mjs.tmpl,asset,none,yes: templates emit 4-target scaffolds,fixtures/scaffold-plugin-gold/scripts/build.mjs,no,yes,yes,change,make test-repo-contract (CI contract-test) (indirect: fixtures are the rendered output)
skills/repo/_contract/templates/plugin/scripts/validate.mjs.tmpl,asset,none,yes: templates emit 4-target scaffolds,fixtures/scaffold-plugin-gold/scripts/validate.mjs,no,yes,yes,change,make test-repo-contract (CI contract-test) (indirect: fixtures are the rendered output)
skills/repo/_contract/templates/scaffold-requirements-plugin.md,asset,none,yes: templates emit 4-target scaffolds,no,no,yes,yes,change,NONE
skills/repo/_contract/templates/scaffold-requirements.md,asset,none,yes: templates emit 4-target scaffolds,no,no,yes,yes,change,NONE
skills/repo/cleanup/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,yes: platform-shaped worktree roots,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/repo/cleanup/scripts/cleanup.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/repo/multi-agent-repo/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,no,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/repo/multi-agent-repo/evals/evals.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/repo/multi-agent-repo/evals/fixtures/minimal-node/README.md,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,NONE (evals are never executed in CI)
skills/repo/multi-agent-repo/evals/fixtures/minimal-node/package.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/repo/multi-agent-repo/references/audit-rubric.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/repo/multi-agent-repo/references/gap-scoring.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/repo/multi-agent-repo/references/mode-contracts.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/repo/multi-agent-repo/references/platform-setup.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/repo/multi-agent-repo/references/platform-specs.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/repo/multi-agent-repo/references/target-layouts.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/repo/multi-agent-repo/scripts/check-agent-drift.sh,adapter-specific,none,no,re-export shim -> skills/repo/_contract/scripts/check-agent-drift.sh,no,yes,yes,keep,NONE
skills/repo/multi-agent-repo/scripts/inventory-agent-setup.sh,adapter-specific,none,no,re-export shim -> skills/repo/_contract/scripts/inventory-agent-setup.sh,no,yes,yes,keep,NONE
skills/repo/multi-agent-repo/scripts/parse-mode-args.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/repo/multi-agent-repo/scripts/score-inventory-gaps.sh,adapter-specific,none,no,re-export shim -> skills/repo/_contract/scripts/score-inventory-gaps.sh,no,yes,yes,keep,NONE
skills/repo/multi-agent-repo/templates/check-no-agent-drift.mjs.tmpl,asset,"claude-code,claude-desktop,codex,cursor,opencode",no,no,no,no,yes,keep,NONE
skills/repo/multi-agent-repo/templates/pr-body.md.tmpl,asset,"claude-code,claude-desktop,codex,cursor,opencode",no,no,no,no,yes,keep,NONE
skills/repo/multi-agent-repo/templates/remediation-plan.md.tmpl,asset,"claude-code,claude-desktop,codex,cursor,opencode",no,no,no,no,yes,keep,NONE
skills/repo/multi-agent-repo/templates/review-report.md.tmpl,asset,"claude-code,claude-desktop,codex,cursor,opencode",no,no,no,no,yes,keep,NONE
skills/repo/repo-scaffold/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,no,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/repo/repo-scaffold/evals/evals.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/repo/repo-scaffold/references/templates.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/repo/repo-scaffold/scripts/detect-stack.sh,canonical,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,yes,yes,change,NONE (skill-local scripts are outside make lint's find scope)
skills/repo/repo-standards/SKILL.md,canonical,"claude-code,claude-desktop,codex,cursor,opencode",yes: 16 official Claude Code frontmatter fields required,no,no,yes,yes,change,scripts/validate-skill-frontmatter.py (CI validate-skills)
skills/repo/repo-standards/evals/evals.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/repo/repo-standards/evals/fixtures/bare-repo/README.md,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,NONE (evals are never executed in CI)
skills/repo/repo-standards/evals/fixtures/bare-repo/package.json,test,claude-code,yes: skill-creator eval harness is Claude-only,no,no,no,yes,change,make validate (jq empty on every *.json) (evals are never executed in CI)
skills/repo/repo-standards/references/delegation.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/repo/repo-standards/references/mode-contracts.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/repo/repo-standards/references/plugin-review.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/repo/repo-standards/references/polish-phases.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/repo/repo-standards/references/scaffold-templates.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/repo/repo-standards/references/standards-rubric.md,documentation,"claude-code,claude-desktop,codex,cursor,opencode",varies,no,no,no,yes,change,NONE
skills/repo/repo-standards/scripts/assert-contract.sh,adapter-specific,none,no,re-export shim -> skills/repo/_contract/scripts/assert-contract.sh,no,yes,yes,keep,NONE
skills/repo/repo-standards/scripts/check-repo-hygiene.sh,adapter-specific,none,no,re-export shim -> skills/repo/_contract/scripts/check-repo-hygiene.sh,no,yes,yes,keep,NONE
